Type,Matter #,Name,Budget Category
MUR,2523,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,Legacy Data
MUR,2522,JOHN VANDENBERGE FOR CONGRESS,Legacy Data
MUR,2521,FRIENDS OF RAY CONTESTI COMMITTEE,Legacy Data
MUR,2520,JESSE L. JACKSON,Legacy Data
MUR,2519,STALLINGS FOR SENATE,Legacy Data
MUR,2518,GLENROCK COAL COMPANY,Legacy Data
MUR,2516,ATLANTA BOARD OF EDUCATION,Legacy Data
MUR,2515,SPOKANE COUNTY REPUBLICAN FEDERAL ELECTION FUND,Legacy Data
MUR,2514,TYSONS FOOD INC. POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2513,TITLE INDUSTRY POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2512,ST. LOUISIANS FOR BETTER GOVERNMENT,Legacy Data
MUR,2511,SHERING - PLOUGH CORPORATION BETTER GOVERNMENT FUND,Legacy Data
MUR,2510,"SAPEC, N.J.",Legacy Data
MUR,2509,REPUBLICAN PARTY OF ALASKA - FEDERAL ACCOUNT,Legacy Data
MUR,2508,PROJECT POLITICAL INVOLVEMENT COMMITTEE,Legacy Data
MUR,2507,PLUMBERS AND PIPEFITTERS LOCAL NO. 9 PAC,Legacy Data
MUR,2506,OUTDOOR ADVERTISING POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2505,NYNEX FEDERAL POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2504,NATIONAL ORGANIZATION FOR WOMEN POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2503,NATIONAL CONGRESSIONAL CLUB,Legacy Data
MUR,2502,"NATIONAL COALITION FOR A FREE CUBA, INC.",Legacy Data
MUR,2501,NATIONAL ASSOCIATION OF SOCIAL WORKERS POLITICAL ACTION FOR CANDIDATE ELECTION,Legacy Data
MUR,2500,NATIONAL ASSOCIATION OF PRIVATE PSYCHIATRIC HOSPITALS PAC,Legacy Data
MUR,2499,MOUNTAIN BELL POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2498,MOTOROLA EMPLOYEES GOOD GOVERNMENT COMMITTEE,Legacy Data
MUR,2497,MORRISON-KNUDSEN PAC,Legacy Data
MUR,2496,MERCK & CO INC. PAC,Legacy Data
MUR,2495,MASSACHUSETTS REPUBLICAN STATE COMMITTEE,Legacy Data
MUR,2494,IRON WORKERS POLITICAL ACTION FUND - LOCAL 401,Legacy Data
MUR,2493,LEGISLATIVE EDUCATION ACTION PROGRAM CAMPAIGN ASSISTANCE,Legacy Data
MUR,2492,LAMAR CORPORATION PAC,Legacy Data
MUR,2491,LABORERS' WESTERN POLITICAL LEAGUE,Legacy Data
MUR,2490,JOSEPH E. SEAGRAM & SONS INC. PAC,Legacy Data
MUR,2489,JOHN HANCOCK MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2488,J.G. BOSWELL COMPANY EMPLOYEES' PAC,Legacy Data
MUR,2487,I LOVE AMERICA COMMITTEE,Legacy Data
MUR,2486,HOUSING FOR AMERICA POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2485,HILL & KNOWLTON POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2484,HEALTH INDUSTRY MANUFACTURERS ASSOCIATION - PAC,Legacy Data
MUR,2483,HARSCO CORPORATION PAC,Legacy Data
MUR,2482,GREAT WESTERN FINANCIAL CORPORATION GOOD GOVERNMENT COMMITTEE,Legacy Data
MUR,2481,GARDEN STATE PAC,Legacy Data
MUR,2480,FUND FOR A REPUBLICAN MAJORITY,Legacy Data
MUR,2479,DUKE POWER COMPANY - EMPLOYEES FEDERAL PAC,Legacy Data
MUR,2478,DESERT CAUCUS,Legacy Data
MUR,2477,DEAN WITTER REYNOLDS FUND FOR BETTER GOVERNMENT,Legacy Data
MUR,2476,COOPERATIVE OF AMERICAN PHYSICIANS FEDERAL ACTION COMMITTEE,Legacy Data
MUR,2475,CON AQUA GOOD GOVERNMENT ASSOCIATION,Legacy Data
MUR,2474,CNA FINANCIAL CORPORATION CITIZENS FOR GOOD GOVERNMENT,Legacy Data
MUR,2473,"CARGILL, INC. POLITICAL ACTION COMMITTEE",Legacy Data
MUR,2472,CAMPAC,Legacy Data
MUR,2471,AMERICAN PILOTS' ASSOCIATION POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2470,AMERICAN MEAT INSTITUTE POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2469,AMERICAN FINANCIAL SERVICES POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2468,AMERICAN CRYSTAL SUGAR PAC,Legacy Data
MUR,2467,500 CLUB,Legacy Data
MUR,2466,HOME BUILDERS ASSOCIATION OF CENTRAL ARIZONA PAC,Legacy Data
MUR,2465,SEMINOLE TRIBE OF FLORIDA,Legacy Data
MUR,2464,"AMERICAN SOCIETY OF COMPOSERS, AUTHORS AND PUBLISHERS",Legacy Data
MUR,2463,POPULIST PARTY OF THE U.S.,Legacy Data
MUR,2462,RAY RUSSELL FOR CONGRESS COMMITTEE,Legacy Data
MUR,2461,FRIENDS OF JIM DUNN,Legacy Data
MUR,2460,HOLLYWOOD WOMEN'S POLITICAL COMMITTEE,Legacy Data
MUR,2459,STANISLAUS COUNTY REPUBLICAN CENTRAL COMMITTEE,Legacy Data
MUR,2458,STATE DEMOCRATIC EXECUTIVE COMMITTEE OF ALABAMA,Legacy Data
MUR,2457,DRAFT MIKE,Legacy Data
MUR,2456,AMERICAN BUS ASSOCIATION PAC & BUS PAC,Legacy Data
MUR,2455,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 98,Legacy Data
MUR,2454,STANDARD OIL COMPANY  PAC,Legacy Data
MUR,2453,DR.  LEONILO L. MALABED/FERDINAND E. MARCOS/GENERAL FABIA VER (PHILIPPINES),Legacy Data
MUR,2452,STEVE SYMMS FOR SENATE COMMITTEE,Legacy Data
MUR,2451,SUN BANKS INC. POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2450,SQUIBB GOOD GOVERNMENT FUND,Legacy Data
MUR,2449,SPERRY CORPORATION PAC,Legacy Data
MUR,2448,SINGER CORPORATION PAC,Legacy Data
MUR,2447,TAX PAC TAXPAYERS' PAC,Legacy Data
MUR,2446,SAVINGS ASSOCIATION PAC,Legacy Data
MUR,2445,PLANNING RESEARCH CORPORATION PAC,Legacy Data
MUR,2444,PEPSI COLA BOTTLERS ASSOCIATION PAC,Legacy Data
MUR,2443,PACIFIC GAS AND ELECTRIC CO. EMPLOYEES FEDERAL GOOD GOVERNMENT FUND,Legacy Data
MUR,2442,NATIONAL TAX LIMITATION COMMITTEE PAC,Legacy Data
MUR,2441,LTV STEEL ACTIVE CITIZENSHIP CAMPAIGN,Legacy Data
MUR,2440,LTV AEROSPACE AND DEFENSE COMPANY ACTIVE CITIZENSHIP CAMPAIGN COMMITTEE,Legacy Data
MUR,2439,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS COMMITTEE ON POLITICAL EDUCATION (COPE),Legacy Data
MUR,2438,HARDEE'S FOOD SYSTEMS INC. GOOD GOVERNMENT FUND,Legacy Data
MUR,2437,GRUMMAN PAC,Legacy Data
MUR,2436,FOREST INDUSTRIES PAC,Legacy Data
MUR,2435,FLOWERS PAC,Legacy Data
MUR,2433,FEDERATED DEPARTMENT STORES PAC,Legacy Data
MUR,2432,UNITED ASSOCIATION OF JOURNEYMEN APRENTICE PLUMBING & PIPEFITTERS INDUSTRY PAC,Legacy Data
MUR,2431,ENSEARCH CORPORATION POLITICAL SUPPORT ASSOCIATION,Legacy Data
MUR,2430,DRESSER INDUSTRIES PAC,Legacy Data
MUR,2429,CUBIC EMPLOYEES PAC,Legacy Data
MUR,2428,CONSERVATIVE VICTORY FUND,Legacy Data
MUR,2427,"CARTER, HAWLEY HALE STORES INC. PAC",Legacy Data
MUR,2426,ASSOCIATION OF FLIGHT ATTENDANTS PAC,Legacy Data
MUR,2425,ASSOCIATED LIFE INSURANCE GROUP NATIONAL POLICY ADVISORY COMMITTEE,Legacy Data
MUR,2424,AMERICAN SUGAR CANE LEAGUE PAC,Legacy Data
MUR,2423,AMERICAN OPTOMETRIC ASSOCIATION PAC,Legacy Data
MUR,2422,PRECISION METAL FORMING PAC,Legacy Data
MUR,2421,AMERICAN DENTAL PAC,Legacy Data
MUR,2420,ALLIED BANCSHARES LEADERSHIP FUND FEDERAL,Legacy Data
MUR,2419,RIDLEN FOR CONGRESS COMMITTEE,Legacy Data
MUR,2418,COMMITTEE TO ELECT GARY ACKERMAN,Legacy Data
MUR,2417,MILTON MARKS' FRIENDS COMMITTEE,Legacy Data
MUR,2416,ARIZONA POLITICALLY INTERESTED CITIZENS,Legacy Data
MUR,2415,REAGAN-BUSH '84 GENERAL ELECTION COMMITTEE,Legacy Data
MUR,2414,CITY NATIONAL BANK OF NEW JERSEY,Legacy Data
MUR,2413,CONNECTICUT REPUBLICAN FEDERAL CAMPAIGN COMMITTEE,Legacy Data
MUR,2411,OCEAN SPRAY PAC,Legacy Data
MUR,2410,NATIONAL ASSOCIATION OF PHARMACISTS PAC,Legacy Data
MUR,2409,RON BOOKMAN AND ASSOCIATES,Legacy Data
MUR,2408,NANCY DICK FOR U.S. SENATE,Legacy Data
MUR,2407,MARSHALL PAC,Legacy Data
MUR,2406,CARL RUSSELL CHANNEL,Legacy Data
MUR,2405,REPUBLIC MEDIA GROUP,Legacy Data
MUR,2404,UNITED SAN FRANCISCO REPUBLICAN COMMITTEE,Legacy Data
MUR,2403,PIMA COUNTY REPUBLICAN CENTRAL COMMITTEE,Legacy Data
MUR,2402,PEOPLE BEFORE POLITICS,Legacy Data
MUR,2401,OREGON REPUBLICAN STATE CENTRAL COMMITTEE--CAMPAIGN 82,Legacy Data
MUR,2400,OHIO REPUBLICAN FEDERAL CANDIDATES FINANCE COMMITTEE,Legacy Data
MUR,2399,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE CONTRIBUTIONS,Legacy Data
MUR,2398,MINNESOTA FEDERATION OF TEACHERS POLITICAL FUND (FEDERAL) VOLUNTARY,Legacy Data
MUR,2397,LOCAL UNION NO. 169 PAC,Legacy Data
MUR,2396,HAMILTON COUNTY REPUBLICAN PARTY,Legacy Data
MUR,2395,DREXEL BURNHAM LAMBERT POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2394,CONSTITUTION FEDERAL PAC,Legacy Data
MUR,2393,"COMMITTEE FOR ""18""",Legacy Data
MUR,2392,COLUMBIA SAVINGS AND LOAN ASSOCIATION FEDERAL POLITICAL CONTRIBUTION FUND,Legacy Data
MUR,2391,EHRLICH BOBER AND COMPANY INC. PAC,Legacy Data
MUR,2390,FOOTWEAR DISTRIBUTORS PAC,Legacy Data
MUR,2389,U.S. WEST INC. POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2388,"COMMITTEE FOR TIM WORTH, INC.",Legacy Data
MUR,2387,HARRY BRAUN FOR CONGRESS COMMITTEE,Legacy Data
MUR,2386,"LIFE AMENDMENT POLITICAL ACTION COMMITTEE, INC.",Legacy Data
MUR,2385,FIVE TOWNS PAC,Legacy Data
MUR,2384,EDWARD DOUGLASS  WHITE PAC,Legacy Data
MUR,2383,MISSISSIPPI REPUBLICAN CAMPAIGN COMMITTEE,Legacy Data
MUR,2382,PERSONAL INJURY COMPENSATION PAC,Legacy Data
MUR,2381,NORTHFIELD SAVINGS BANK,Legacy Data
MUR,2380,MAINE FREEZE VOTER,Legacy Data
MUR,2378,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 98 COMMITTEE ON POLITICAL EDUCATION,Legacy Data
MUR,2377,TEXAS REPUBLICAN CONGRESSIONAL COMMITTEE,Legacy Data
MUR,2376,"FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION, CEDARTOWN, GEORGIA",Legacy Data
MUR,2375, REPUBLICAN PARTY OF FLORIDA,Legacy Data
MUR,2374,CARPENTERS COMMITTEE ON POLITICAL ACTION,Legacy Data
MUR,2373,NATIONAL PRO-LIFE DEMOCRATS PAC,Legacy Data
MUR,2372,JACK KEMP FOR PRESIDENT EXPLORATORY COMMITTEE,Legacy Data
MUR,2370,WEST VIRGINIA REPUBLICAN STATE EXECUTIVE COMMITTEE,Legacy Data
MUR,2369,NEW JERSEY STATE CARPENTERS NON-PARTISAN POLITICAL EDUCATION COMMITTEE,Legacy Data
MUR,2368,POLITICAL ACTION COMMITTEE OF THE ASSEMBLY OF  TURKISH AMERICANS ASSOCIATION,Legacy Data
MUR,2367,FRIENDS OF JIM DAWSON,Legacy Data
MUR,2366,LONG ISLAND AEROSPACE POLITICAL ACTION COMMITTEE FEDERAL,Legacy Data
MUR,2365,"INTERNATIONAL UNION OF ELECTRICAL , RADIO AND MACHINE WORKERS, AFL-CIO",Legacy Data
MUR,2364,INTERNATIONAL BROTHERHOOD OF PAINTERS/ALLIED TRADES PAC,Legacy Data
MUR,2363,THE HOLMES COMMITTEE,Legacy Data
MUR,2362,HUSDON VALLEY PAC,Legacy Data
MUR,2361,"LEGI-TECH, INC.",Legacy Data
MUR,2360,COMMITTEE TO ELECT JERALD WILSON TO CONGRESS,Legacy Data
MUR,2359,CAPITOL PAC,Legacy Data
MUR,2358,LABORERS' LOCAL 91 POLITICAL ACTION FUND,Legacy Data
MUR,2357,RUNNELS FOR CONGRESS COMMITTEE,Legacy Data
MUR,2356,BLACK POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2355,CITIZENS FOR HUGHES,Legacy Data
MUR,2354,PLAID PAC,Legacy Data
MUR,2353,DAVIS FOR CONGRESS COMMITTEE,Legacy Data
MUR,2352,STEVE JONES FOR CONGRESS COMMITEE 1986,Legacy Data
MUR,2351,PIPEFITTERS LOCAL #533 VOLUNTARY POLITICAL FUND,Legacy Data
MUR,2350,REPUBLICAN NATIONAL INDEPENDENT EXPENDITURE COMMITTEE,Legacy Data
MUR,2349,NATIONAL COMMITTEE FOR PEACE IN CENTRAL AMERICA,Legacy Data
MUR,2348,LIBERTARIAN NATIONAL COMMITTEE,Legacy Data
MUR,2347,REPUBLICAN PARTY OF HAWAII,Legacy Data
MUR,2345,REPUBLICAN STATE COMMITTEE OF DELAWARE--1984 VICTORY COMMITTEE,Legacy Data
MUR,2344,FRIENDS OF ISAIAH FLETCHER,Legacy Data
MUR,2343,"INTERNATIONAL UNION OF OPERATING ENGINEERS, LOCAL 487",Legacy Data
MUR,2342,CHORBA FOR CONGRESS,Legacy Data
MUR,2341,JEFFERSON COUNTY REPUBLICAN EXECUTIVE COMMITTEE,Legacy Data
MUR,2340,KEELS FOR CONGRESS COMMITTEE,Legacy Data
MUR,2339,MONDALE/FERRARO COMMITTEE INC.,Legacy Data
MUR,2338,DAIRE COMMITTEE,Legacy Data
MUR,2337,ELECTROPAC,Legacy Data
MUR,2336,WEBB FOR CONGRESS,Legacy Data
MUR,2335,DEMOCRATIC STATE CENTRAL COMMITTEE OF CONNECTICUT,Legacy Data
MUR,2334,DEMOCRATIC STATE COMMITTEE - NEW JERSEY,Legacy Data
MUR,2333,PROJECT POLITICAL INVOLVEMENT COMMITTEE,Legacy Data
MUR,2332,GULF COAST ASSOCIATION - ALABAMA,Legacy Data
MUR,2331,JOHN HEINZ FOR SENATE COMMITTEE,Legacy Data
MUR,2330,POPULIST PARTY OF THE UNITED STATES,Legacy Data
MUR,2328,NATIONAL PRO-LIFE POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2327,FRIENDS OF SILJANDER COMMITTEE,Legacy Data
MUR,2324,CANADA FOR CONGRESS COMMITTEE,Legacy Data
MUR,2323,U.S. COMMITTEE AGAINST NUCLEAR WAR,Legacy Data
MUR,2322,BUNDARIN FOR CONGRESS,Legacy Data
MUR,2321,PAC FOR EDUCATION--CONNECTICUT UNION OF TELEPHONE WORKERS,Legacy Data
MUR,2320,BOB BURK CAMPAIGN FUND,Legacy Data
MUR,2319,UPSTATE NEW YORK FREEZE VOTER,Legacy Data
MUR,2318,BUSTAMENTE FOR CONGRESS COMMITTEE,Legacy Data
MUR,2317,NATIONAL CONCRETE MASONRY ASSOCIATION PAC,Legacy Data
MUR,2316,KANSANS FOR KLINE,Legacy Data
MUR,2315,ARIZONA DEMOCRATIC PARTY FEDERAL ACCOUNT,Legacy Data
MUR,2313,FRIENDS OF THE CALIFORNIA HEALTH FEDERATION,Legacy Data
MUR,2312,JACK MCMURRAY FOR U.S. CONGRESS COMMITTEE,Legacy Data
MUR,2311,DIETL FOR CONGRESS,Legacy Data
MUR,2310,TOM BRODIE FOR CONGRESS COMMITTEE,Legacy Data
MUR,2309,PENNSYLVANIA DEMOCRATIC STATE COMMITTEE,Legacy Data
MUR,2308,RON WYDEN,Legacy Data
MUR,2306,GREATER LOS ANGELES ZOO ASSOCIATION,Legacy Data
MUR,2305,REPUBLICAN PARTY OF WISCONSIN FEDERAL COMMITTEE,Legacy Data
MUR,2304,CRANSTON FOR SENATE '86 COMMITTEE,Legacy Data
MUR,2303,SACRAMENTO VOTER EDUCATION AND REGISTRATION PROJECT,Legacy Data
MUR,2302,SISSETON-WAHPETON SIOUX TRIBE,Legacy Data
MUR,2301,CONGRESS OF INDEPENDENT UNIONS,Legacy Data
MUR,2300,DEMOCRATIC STATE CENTRAL COMMITTEE OF LOUISIANA,Legacy Data
MUR,2299,MARGARET MUELLER FOR CONGRESS COMMITTEE,Legacy Data
MUR,2298,CALIFORNIANS FOR SENATOR PETE WILSON,Legacy Data
MUR,2297,REPUBLICAN PARTY OF DADE COUNTY,Legacy Data
MUR,2296,THEODORE GILDRED,Legacy Data
MUR,2295,DRUMMAND COMPANY INC. POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2293,"WORKING NAMES, INC.",Legacy Data
MUR,2292,STEIN FOR CONGRESS,Legacy Data
MUR,2291,"POLITICAL CONTRIBUTIONS DATA, INC./PUBLIC DATA ACCESS",Legacy Data
MUR,2290,HANNEMAN FOR CONGRESS,Legacy Data
MUR,2289,JIMMY SWAGGART MINISTRIES,Legacy Data
MUR,2288,UTAH REPUBLICAN PARTY,Legacy Data
MUR,2287,MCCLOSKEY FOR CONGRESS COMMITTEE,Legacy Data
MUR,2286,CHARLOTTE SANE INC.,Legacy Data
MUR,2285,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES-- PEOPLE QUALIFIED",Legacy Data
MUR,2284,NATIONAL ORGANIZATION FOR WOMEN PAC (NOW PAC),Legacy Data
MUR,2282,NATIONAL REPUBLICAN SENATORIAL COMMITTEE,Legacy Data
MUR,2280,CITIZENS TO RE-ELECT CONGRESSMAN BILL LOWERY,Legacy Data
MUR,2279,PAINE WEBBER FUND FOR BETTER GOVERNMENT,Legacy Data
MUR,2277,CAMPBELL FOR CONGRESS COMMITTEE,Legacy Data
MUR,2276,NATIONAL DEMOCRATIC POLICY COMMITTEE,Legacy Data
MUR,2275,GEREN FOR CONGRESS COMMITTEE,Legacy Data
MUR,2273,ILLINOIS MARINE BANK,Legacy Data
MUR,2272,AMERICAN MEDICAL ASSOCIATION PAC,Legacy Data
MUR,2271,"GURMAN, KURTIS & BLASK / MCMILLAN FOR CONGRESS",Legacy Data
MUR,2270,JIM SANTINI FOR SENATE,Legacy Data
MUR,2269,AMERICANS FOR TAX REFORM,Legacy Data
MUR,2268,NEIGHBORS FOR EPPERSON,Legacy Data
MUR,2267,NATIONAL PRO-LIFE DEMOCRATS PAC,Legacy Data
MUR,2266,CITIZENS FOR TOWNSEND COMMITTEE,Legacy Data
MUR,2265,CALIFORNIANS FOR A STRONG AMERICA,Legacy Data
MUR,2264,I LOVE AMERICA COMMITTEE,Legacy Data
MUR,2262,AMERICANS FOR ROBERTSON,Legacy Data
MUR,2261,NORRIS FOR CONGRESS COMMITTEE,Legacy Data
MUR,2260,FRIENDS OF BILL WACHOB,Legacy Data
MUR,2258,AFL-CIO COPE,Legacy Data
MUR,2257,MINNESOTA FREEZE VOTER '84,Legacy Data
MUR,2256,"BISHOP BRYANT AND ASSOCIATES, INC.",Legacy Data
MUR,2255,JAMES G. COREY,Legacy Data
MUR,2254,NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE,Legacy Data
MUR,2253,FRIENDS OF ROSEMARY POOLER,Legacy Data
MUR,2252,CITIZENS FOR TOWNSEND COMMITTEE,Legacy Data
MUR,2251,PEOPLE FOR MARK ANDREWS COMMITTEE,Legacy Data
MUR,2250,NATIONAL CONSERVATIVE POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2249,FRIENDS OF ROSEMARY POOLER,Legacy Data
MUR,2248,MORGAN GUARANTY TRUCT COMPANY,Legacy Data
MUR,2247,GEORGIA DEMOCRATIC ELECTIONS COMMITTEE,Legacy Data
MUR,2246,RUNNELS FOR CONGRESS COMMITTEE,Legacy Data
MUR,2245,CHAD FOR CONGRESS COMMITTEE,Legacy Data
MUR,2244,LYNCHBURG VOTERS LEAGUE,Legacy Data
MUR,2243,BOB EDGAR FOR U.S. SENATE COMMITTEE,Legacy Data
MUR,2242,ROBERT ROOSEVELT,Legacy Data
MUR,2241,MONDALE FOR PRESIDENT COMMITTEE,Legacy Data
MUR,2239,FRIENDS OF STEVE SWENDIMAN,Legacy Data
MUR,2238,NATIONAL ROOFING CONTRACTORS POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2237,KILROY INDUSTRIES POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2236,JOCK SCOTT FOR CONGRESS COMMITTEE,Legacy Data
MUR,2235,REPUBLICAN COMMITTEE OF CHESTER COUNTY,Legacy Data
MUR,2234,FUND FOR A DEMOCRATIC MAJORITY,Legacy Data
MUR,2233,JIM SANTINI FOR SENATE,Legacy Data
MUR,2232,STOCK FOR CONGRESS COMMITTEE,Legacy Data
MUR,2230,SAN JOAQUIN VALLEY REPUBLICAN ASSOCIATES,Legacy Data
MUR,2228,BELL FOR CONGRESS COMMITTEE,Legacy Data
MUR,2227,DONALD J. FERRY COMMITTEE FOR CONGRESS,Legacy Data
MUR,2226,CRYTS IN CONGRESS COMMITTEE,Legacy Data
MUR,2225,PETERSON '86 COMMITTEE,Legacy Data
MUR,2224,FRIENDS OF JEFF WENTWORTH COMMITTEE,Legacy Data
MUR,2223,JOHN BOEHM,Legacy Data
MUR,2221,INDEPENDENT REPUBLICANS OF MINNESOTA COMMITTEE,Legacy Data
MUR,2220,FRIENDS OF EDD HARGETT,Legacy Data
MUR,2219,GERALDINE A. FERRARO FOR CONGRESS 1984,Legacy Data
MUR,2218,ILLINOIS SOLIDARITY PARTY,Legacy Data
MUR,2217,PETE GEREN FOR CONGRESS COMMITTEE,Legacy Data
MUR,2216,BERMAN AND D'AGOSTINO CAMPAIGNS INC.,Legacy Data
MUR,2215,MISSOURI REGISTERED VOTERS INC.,Legacy Data
MUR,2214,DAVIS COMMITTEE,Legacy Data
MUR,2213,JOSEPH GUARINO FOR CONGRESS,Legacy Data
MUR,2212,NATIONAL REPUBLICAN SENATORIAL COMMITTEE,Legacy Data
MUR,2211,POPULIST PARTY,Legacy Data
MUR,2209,MISSISSIPPI REPUBLICAN PARTY CAMPAIGN COMMITTEE,Legacy Data
MUR,2208,CITIZENS FOR CARDISS COLLINS,Legacy Data
MUR,2207,RONALD GINSBACH,Legacy Data
MUR,2206,AMERITRUST COMPANY,Legacy Data
MUR,2205,FOGLIETTA IN '86 COMMITTEE,Legacy Data
MUR,2204,JACK KEMP & THE MICHIGAN OPPORTUNITY SOCIETY,Legacy Data
MUR,2203,TAYLOR CONGRESSIONAL COMMITTEE,Legacy Data
MUR,2201,FRIENDS OF SENATOR JIM ABNOR COMMITTEE,Legacy Data
MUR,2200,LINDSAY FOR CONGRESS COMMITTEE,Legacy Data
MUR,2199,FRIENDS OF THE EARTH POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2198,ARIZONA LEADERSHIP FOR AMERICA SEARCH COMMITTEE,Legacy Data
MUR,2197,SANTINI FOR SENATE,Legacy Data
MUR,2196,"JAMES H. WEBB, ASSISTANT SECRETARY OF DEFENSE",Legacy Data
MUR,2195,"EKLUTNA, INC.",Legacy Data
MUR,2194,SENATOR JOHN GLENN COMMITTEE,Legacy Data
MUR,2193,LABORER'S DISTRICT POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2192,TRANSPORT WORKERS UNION LOCAL 100 POLITICAL CONTRIBUTIONS COMMITTEE,Legacy Data
MUR,2191,RUFF PAC,Legacy Data
MUR,2188,MCMILLIAN FOR CONGRESS,Legacy Data
MUR,2187,POPULIST PARTY OF THE UNITED STATES,Legacy Data
MUR,2186,COLORADO REPUBLICIAN STATE CENTRAL COMMITTEE,Legacy Data
MUR,2185,GOLDOME FEDERAL SAVINGS BANK (FSB),Legacy Data
MUR,2184,WISCONSIN FREEZE VOTERS POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2183,LIBERTARIAN NATIONAL COMMITTEE,Legacy Data
MUR,2182,DAKOTA RESOURCE COUNCIL,Legacy Data
MUR,2180,THORNTON TOWNSHIP REGULAR DEMOCRATIC ORGANIZATION,Legacy Data
MUR,2179,CONSIDINE FOR SENATE COMMITTEE,Legacy Data
MUR,2178,WALLY HERGER FOR CONGRESS COMMITTEE,Legacy Data
MUR,2177,RE-ELECT CONGRESSMEN BILL BONER 1986 COMMITTEE,Legacy Data
MUR,2176,POPULIST PARTY OF THE UNITED STATES,Legacy Data
MUR,2175,"AMERICANS WITH HART, INC.",Legacy Data
MUR,2173,NEALL FOR CONGRESS COMMITTEE,Legacy Data
MUR,2172,CHANDLER FOR CONGRESS COMMITTEE,Legacy Data
MUR,2171,COMMITTEE ON ARRANGEMENTS FOR THE 1984 REPUBLICAN NATIONAL CONVENTION,Legacy Data
MUR,2170,VICTORY '84 FUND CO-CHAIRMAN,Legacy Data
MUR,2167,GLEN HOLDEN,Legacy Data
MUR,2166,6TH CONGRESSIONAL DISTRICT REPUBLICAN COMMITTEE,Legacy Data
MUR,2165,DIANNE FEINSTEIN,Legacy Data
MUR,2164,PAWPAC,Legacy Data
MUR,2163,ANTI-DEFAMATION LEAGUE OF B'NAI B'RITH,Legacy Data
MUR,2162,NEIGHBORS FOR EPPERSON COMMITTEE,Legacy Data
MUR,2161,ANTONOVICH FOR SENATE,Legacy Data
MUR,2160,REPUBLICAN CENTRAL COMMITTEE OF LOS ANGELES COUNTY FEDERAL ACCOUNT,Legacy Data
MUR,2159,FRIENDS OF BILL JANKLOW COMMITTEE,Legacy Data
MUR,2158,NOWLIN SAVINGS/NOWLIN MORTGAGE POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2156,FERDINAND MARCOS AND THE REPUBLIC OF THE PHILIPPINES,Legacy Data
MUR,2155,BOB PACKWOOD FOR SENATE COMMITTEE,Legacy Data
MUR,2154,REAGAN-BUSH '84 (PRIMARY) COMMITTEE,Legacy Data
MUR,2153,NEBRASKA DEMOCRATIC STATE CENTRAL COMMITTEE,Legacy Data
MUR,2152,JAMES SANCHELLI,Legacy Data
MUR,2151,ARMSTRONG COMMITTEE INC.,Legacy Data
MUR,2150,CALIFORNIA YOUNG REPUBLICAN POLITICAL ACTION COMMITTEE,Legacy Data
MUR,2148,W.L. GALL,Legacy Data
MUR,2147,BILL COBEY FOR CONGRESS COMMITTEE,Legacy Data
MUR,2146,ALLEN FOR CONGRESS COMMITTEE,Legacy Data
MUR,2145,BORSKI FOR CONGRESS COMMITTEE,Legacy Data
MUR,2144,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 363 PAC,Legacy Data
MUR,2142,NATIONAL RIFLE ASSOCIATION,Legacy Data
MUR,2141,SOLAR ENERGY INDUSTRIES ASSOCIATION POLITICAL ACTION COMMITTEE,Legacy Data
